Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,3.9224826357515687,0.12640106353507052,0.14351748323801417,0.24999997011699812,-11898958306014247e-23,0,9897.58110620257,2.2226719856262207
feeder2,2.2030049781233476,0.11465000000000002,0.08999514086623553,0.24999997011699812,-118989583059832e-21,0,9897.58110620257,2.2226719856262207
feeder3,3.226104961516898,-0.16690000000000002,0.11189515747268518,0.24999997011699812,-1189895830595791e-22,0,9897.58110620257,2.2226719856262207
feeder4,1.872207704292744,-0.09705000000000001,0.068792414696839,0.24999997011699812,-11898958306026496e-23,0,9897.58110620257,2.2226719856262207
feeder5,2.861621713076817,0.07957314854626096,0.09737842124535057,0.24999996948357148,-13432216750540778e-23,0,9897.58110620257,2.2226719856262207
feeder6,3.9961346448153514,0.20790000000000003,0.1618654895068167,0.24999996948357148,-13432216750508702e-23,0,9897.58110620257,2.2226719856262207
feeder7,2.458268007200018,-0.12735000000000002,0.08873212712215017,0.24999996948357148,-1343221675053087e-22,0,9897.58110620257,2.2226719856262207
feeder8,3.691810060825277,-0.1916,0.1401900734968903,0.24999996948357148,-13432216750517643e-23,0,9897.58110620257,2.2226719856262207
feeder9,1.785518234570731,0.0606453191361017,0.05948186126465416,0.2499999710483283,-958353852123757e-22,0,9897.58110620257,2.2226719856262207
feeder10,1.807220654428772,-0.09375,0.06777944140661311,0.2499999710483283,-9583538521268272e-23,0,9897.58110620257,2.2226719856262207
feeder11,2.7974074290204514,0.14525,0.1075926668149338,0.2499999710483283,-9583538521221925e-23,0,9897.58110620257,2.2226719856262207
feeder12,2.5778383817870902,-0.13360000000000002,0.09416171404829514,0.2499999710483283,-958353852123986e-22,0,9897.58110620257,2.2226719856262207
